,Tweets,cleanedTweets
1230,"{""edit_history_tweet_ids"": [""1592229785027371008""], ""id"": ""1592229785027371008"", ""text"": ""@JamesBradleyCA Bingo. They love dressing up like genocide killers.""}
",       Bingo They love dressing up like genoce killers 
1231,"{""edit_history_tweet_ids"": [""1592229784737746945""], ""id"": ""1592229784737746945"", ""text"": ""@AndrewLawton And your point? Ask him what colour his underwear are are you serious what a waste of a human life wow!""}
",       And your point Ask him what colour his underwear are are you serious what a waste of a human life wow 
1232,"{""edit_history_tweet_ids"": [""1592229789867573250""], ""id"": ""1592229789867573250"", ""text"": ""@mattjohnstonca Trudeau again  WHO.... PP will be replaced long before 2025""}
",       Trudeau again  WHO PP will be replaced long before  
1233,"{""edit_history_tweet_ids"": [""1592229790375084032""], ""id"": ""1592229790375084032"", ""text"": ""@SierraPoppies @TDuncanMVP Yes, \""Sass\"" should.""}
",        Yes Sass should 
1234,"{""edit_history_tweet_ids"": [""1592229798927306752""], ""id"": ""1592229798927306752"", ""text"": ""@KEriksenV2 And why is Butts there? And is he on Canada's dime too?""}
",       And why is Butts there And is he on Canadas dime too 
1235,"{""edit_history_tweet_ids"": [""1592229804690006019""], ""id"": ""1592229804690006019"", ""text"": ""@ryangerritsen I guess that puts him at the top of the list!!!! https://t.co/Xan3PMcHND""}
",       I guess that puts him at the top of the list  
1236,"{""edit_history_tweet_ids"": [""1592229803176099840""], ""id"": ""1592229803176099840"", ""text"": ""@AnnJohn29631701 @zaflea They are state owned enterprises at 51%?\nThe money raised was used to purchase other assets it\u2019s called diversifying \u2026\nWhat money has been taken from individuals accounts in NZ? Criminals who refuse to pay reparation? Fathers who won\u2019t pay for their children? Examples?""}
",        They are state owned enterprises at nThe money raised was used to purchase other assets itus called diversifying unWhat money has been taken from indivuals accounts in NZ Criminals who refuse to pay reparation Fathers who wonut pay for their children Examples 
1237,"{""edit_history_tweet_ids"": [""1592229803176099842""], ""id"": ""1592229803176099842"", ""text"": ""@TheRealKeean Must have been trudeau""}
",       Must have been trudeau 
1238,"{""edit_history_tweet_ids"": [""1592229820880093187""], ""id"": ""1592229820880093187"", ""text"": ""@chrysoils1 @TheoFleury14 We have to get rid of these Elites that care nothing for us. Trudeau is a COMMIE!""}
",        We have to get r of these Elites that care nothing for us Trudeau is a COMMIE 
1239,"{""edit_history_tweet_ids"": [""1592229839893073920""], ""id"": ""1592229839893073920"", ""text"": ""@LiberalPartyNS Trudeau has said any Province that does cut the tax will get less in health transfer payments""}
",       Trudeau has sa any Province that does cut the tax will get less in health transfer payments 
1240,"{""edit_history_tweet_ids"": [""1592229850831810560""], ""id"": ""1592229850831810560"", ""text"": ""@Bird5Ca @jer0319 FTX wasn't the only way to launder money.""}
",        FTX wasnt the only way to launder money 
1241,"{""edit_history_tweet_ids"": [""1592229862064132096""], ""id"": ""1592229862064132096"", ""text"": ""@Evelynne24 @HaveWeAllGoneM1 Melanie does that now.""}
",        Melanie does that now 
1242,"{""edit_history_tweet_ids"": [""1592229876387438594""], ""id"": ""1592229876387438594"", ""text"": ""@bcbluecon Every dollar should audited, especially when it\u2019s leaving the country it belongs to""}
",       Every dollar should audited especially when itus leaving the country it belongs to 
1243,"{""edit_history_tweet_ids"": [""1592229880758153217""], ""id"": ""1592229880758153217"", ""text"": ""@TheoFleury14 I suspect the Ukrainians in Alberta would disagree with your idiotic conspiratorial statements. Are you suggesting he stop supporting them, and instead support Putin with his silence and inaction helping this country?""}
",       I suspect the Ukrainians in Alberta would disagree with your iotic conspiratorial statements Are you suggesting he stop supporting them and instead support Putin with his silence and inaction helping this country 
1244,"{""edit_history_tweet_ids"": [""1592229886470803458""], ""id"": ""1592229886470803458"", ""text"": ""@melaniejoly forgot to wear her Mao jacket. This is so shameful. https://t.co/4wlSPL7NBL""}
",       forgot to wear her Mao jacket This is so shameful  
1245,"{""edit_history_tweet_ids"": [""1592229891604647938""], ""id"": ""1592229891604647938"", ""text"": ""@ChavsofBrexit @elonmusk @CL207 \ud83d\ude09, The beauty of freedom of speech. Curious what your thoughts are on Trudeau?""}
",         uddude The beauty of freedom of speech Curious what your thoughts are on Trudeau 
1246,"{""edit_history_tweet_ids"": [""1592229915205963777""], ""id"": ""1592229915205963777"", ""text"": ""@davidhogg111 https://t.co/b8BM7IEajH Hitler is a socialist. Lenin Stalin Mao Obama all communists. Mussolini Castro Trudeau be Marxists. All are fascists. All are left. Not right. Leftwing. Not right. Left. https://t.co/xv44lRPGkh SAME here PLEASE, we ask YEW to quit yore hate to USA &amp; US.""}
",        Hitler is a socialist Lenin Stalin Mao Obama all communists Mussolini Castro Trudeau be Marxists All are fascists All are left Not right Leftwing Not right Left  SAME here PLEASE we ask YEW to quit yore hate to USA amp US 
1247,"{""edit_history_tweet_ids"": [""1592229913981243392""], ""id"": ""1592229913981243392"", ""text"": ""@AndrewLawton Turd needs to go  . And not come back.""}
",       Turd needs to go   And not come back 
1248,"{""edit_history_tweet_ids"": [""1592229917449543680""], ""id"": ""1592229917449543680"", ""text"": ""@CitizenFreePres This is some next-level douchebaggery.""}
",       This is some nextlevel douchebaggery 
1249,"{""edit_history_tweet_ids"": [""1592229917953249281""], ""id"": ""1592229917953249281"", ""text"": ""@PierrePoilievre Your triple triple triple is cancel CPP, cancel OAS, cancel universal healthcare.""}
",       Your triple triple triple is cancel CPP cancel OAS cancel universal healthcare 
1250,"{""edit_history_tweet_ids"": [""1592229938509549568""], ""id"": ""1592229938509549568"", ""text"": ""@RealKrisKo God this fool is an embarrassment to Canadians""}
",       God this fool is an embarrassment to Canadians 
1251,"{""edit_history_tweet_ids"": [""1592229944461242368""], ""id"": ""1592229944461242368"", ""text"": ""@JustinTrudeau I'm really glad that you wish other country's well, while you send your own country into a global ression, you're days of being King will soon be at an end Trudeau! But not until you destroy the houdeing market completely, and every thing else that matters to all Canadians,bye!!""}
",       Im really glad that you wish other countrys well while you send your own country into a global ression youre days of being King will soon be at an end Trudeau But not until you destroy the houdeing market completely and every thing else that matters to all Canadiansbye 
1252,"{""edit_history_tweet_ids"": [""1592229955689385985""], ""id"": ""1592229955689385985"", ""text"": ""@mark_slapinski Trudeau open Canada up for business to these spy\u2019s""}
",       Trudeau open Canada up for business to these spyus 
1253,"{""edit_history_tweet_ids"": [""1592229959900483586""], ""id"": ""1592229959900483586"", ""text"": ""@Lauren_Southern It's OK, Trudeau can help them out. They can just end it all so they won't be a burden to the state... and uh, their children! Yeah, let's go with the children thing.""}
",       Its OK Trudeau can help them out They can just end it all so they wont be a burden to the state and uh their children Yeah lets go with the children thing 
1254,"{""edit_history_tweet_ids"": [""1592229964359012352""], ""id"": ""1592229964359012352"", ""text"": ""@JamesBradleyCA I mean slaughtering people by the millions is the New Democrat past-time.""}
",       I mean slaughtering people by the millions is the New Democrat pasttime 
1255,"{""edit_history_tweet_ids"": [""1592229966435201024""], ""id"": ""1592229966435201024"", ""text"": ""@jspence32208074 Hmmmm.  Is it just me but I\u2019m not seeing too many Trudy supporters texting any more. \ud83e\udd14""}
",       Hmmmm  Is it just me but Ium not seeing too many Trudy supporters ing any more udeudd 
1256,"{""edit_history_tweet_ids"": [""1592229973028380677""], ""id"": ""1592229973028380677"", ""text"": ""And Trudeau allows the CCP to freely open Chinese police stations all over Canada. They\u2019re spies for crying out loud. How stupid is the RCMP?! https://t.co/75a4QM5p4u""}
",      And Trudeau allows the CCP to freely open Chinese police stations all over Canada Theyure spies for crying out loud How stup is the RCMP  
1257,"{""edit_history_tweet_ids"": [""1592229980146372608""], ""id"": ""1592229980146372608"", ""text"": ""@WeAreCanProud At least in Quebec they are doing something, where are the RCMP in the rest of Canada?""}
",       At least in Quebec they are doing something where are the RCMP in the rest of Canada 
1258,"{""edit_history_tweet_ids"": [""1592229986492207107""], ""id"": ""1592229986492207107"", ""text"": ""@yonkojohn That is a Very Good Question that deserves an answer!""}
",       That is a Very Good Question that deserves an answer 
1259,"{""edit_history_tweet_ids"": [""1592229994088255488""], ""id"": ""1592229994088255488"", ""text"": ""@PierrePoilievre The food and beverage processing industry sales and exports continue to demonstrate significant growth. In 2021, food and beverage manufacturing sales were valued at $139.5 billion up 14% since 2020 while its exports increased by 16% to $47.5 billion. https://t.co/VzmDFZKSh2""}
",       The food and beverage processing industry sales and exports continue to demonstrate significant growth In  food and beverage manufacturing sales were valued at  billion up  since  while its exports increased by  to  billion  
1260,"{""edit_history_tweet_ids"": [""1592229999624740864""], ""id"": ""1592229999624740864"", ""text"": ""@realmonsanto Listen to the Science: OK, Covid vaccines Do Not\n1) Prevent infection\n2) Prevent transmission\n3) Last long before effectiveness starts reducing\nStudies are NOW being done on relationship to Myocarditis.\nThis is the science Mr. Parliamentary Secretary""}
",       Listen to the Science OK Cov vaccines Do Notn Prevent infectionn Prevent transmissionn Last long before effectiveness starts reducingnStudies are NOW being done on relationship to MyocarditisnThis is the science Mr Parliamentary Secretary 
1261,"{""edit_history_tweet_ids"": [""1592230007593930753""], ""id"": ""1592230007593930753"", ""text"": ""Thanks for saying it but we, Americans love \ud83c\udf41 https://t.co/81G4IH5X4J""}
",      Thanks for saying it but we Americans love udcudf  
1262,"{""edit_history_tweet_ids"": [""1592230007287566338""], ""id"": ""1592230007287566338"", ""text"": ""@bdeena @bigones007 @ProfKlausSchwab He can get fcked we will eat meat for life https://t.co/OXSF0dmr2N""}
",         He can get fcked we will eat meat for life  
1263,"{""edit_history_tweet_ids"": [""1592230019799355394""], ""id"": ""1592230019799355394"", ""text"": ""@CTVNews Once again Trudeau bails out the bumbling Con premiers, what else is new? #ThankYouJustin #trudeauwasright""}
",       Once again Trudeau bails out the bumbling Con premiers what else is new ThankYouJustin trudeauwasright 
1264,"{""edit_history_tweet_ids"": [""1592230016573931520""], ""id"": ""1592230016573931520"", ""text"": ""2/ Every Canadian has the right to put in a charge through the human rights courts against these criminals. If the law is not going to step up and do their jobs it's up to everyone to make them. The truth is on your side. Time to bankrupt Trudeau, the Liberal Party and appeasers.""}
",       Every Canadian has the right to put in a charge through the human rights courts against these criminals If the law is not going to step up and do their jobs its up to everyone to make them The truth is on your se Time to bankrupt Trudeau the Liberal Party and appeasers 
